Order_ID,Order_Date,Customer_ID,Service_Name,Service_Category,Quantity,Sales_INR,Cost_INR,Profit_INR,Discount_Percent,Order_Status,Salesperson,Payment_Mode,Contract_Months
ORD1432,2/21/2024,C021,Penetration Testing,Security Services,4,266000,120000,146000,5,Completed,Sunita Pillai,Bank Transfer,3
ORD1433,3/30/2024,C028,Data Analytics Dashboard,Analytics,3,240000,135000,105000,20,Cancelled,Kavita Joshi,UPI,3
ORD1434,2/18/2024,C029,Cloud Migration Service,Cloud Services,1,112000,60000,52000,20,Completed,Amit Verma,Cheque,12
ORD1435,8/12/2024,C009,AWS Management Package,Cloud Services,3,288000,150000,138000,20,Completed,Amit Verma,Bank Transfer,24
ORD1436,7/23/2024,C009,Chatbot Development,AI & Automation,4,416000,220000,196000,20,Completed,Amit Verma,Bank Transfer,6
ORD1437,12/22/2024,C028,HR Management System,Software License,1,76000,35000,41000,5,In Progress,Sunita Pillai,Net Banking,24
ORD1438,4/2/2024,C025,AI/ML Model Development,AI & Automation,5,1400000,600000,800000,0,Cancelled,Amit Verma,UPI,24
ORD1439,2/27/2024,C015,Cloud Migration Service,Cloud Services,1,133000,60000,73000,5,Cancelled,Kavita Joshi,Bank Transfer,6
ORD1440,12/8/2024,C017,Network Setup & Config,IT Support,5,260000,110000,150000,0,Completed,Deepa Iyer,UPI,12
ORD1441,12/5/2024,C013,ERP Implementation,Software License,5,990000,450000,540000,10,Completed,Rohit Sharma,Credit Card,24
ORD1442,9/10/2024,C003,Annual AMC Contract,IT Support,3,126000,54000,72000,0,Completed,Sandeep Rao,Bank Transfer,6
ORD1443,10/8/2024,C013,Penetration Testing,Security Services,1,66500,30000,36500,5,Completed,Pooja Singh,UPI,3
ORD1444,9/12/2024,C004,Annual AMC Contract,IT Support,1,42000,18000,24000,0,Completed,Nikhil Gupta,Bank Transfer,3
ORD1445,2/16/2024,C020,Data Analytics Dashboard,Analytics,5,450000,225000,225000,10,Completed,Sunita Pillai,Cheque,12
ORD1446,1/28/2024,C028,IT Support & Maintenance,IT Support,3,94500,45000,49500,10,In Progress,Pooja Singh,UPI,12
ORD1447,12/20/2024,C008,Cloud Infrastructure Setup,Cloud Services,3,513000,240000,273000,5,Cancelled,Sandeep Rao,Net Banking,12
ORD1448,10/18/2024,C016,ERP Implementation,Software License,4,880000,360000,520000,0,Completed,Pooja Singh,Credit Card,6
ORD1449,3/2/2024,C013,Cybersecurity Audit,Security Services,4,192000,100000,92000,20,Completed,Kavita Joshi,Bank Transfer,24
ORD1450,1/24/2024,C027,Web Portal Development,Development,1,116000,60000,56000,20,Completed,Sunita Pillai,Net Banking,6
ORD1451,12/30/2024,C002,Mobile App Development,Development,4,640000,340000,300000,20,In Progress,Sunita Pillai,Net Banking,6
ORD1452,12/20/2024,C024,ERP Implementation,Software License,1,209000,90000,119000,5,Cancelled,Pooja Singh,Net Banking,12
ORD1453,9/15/2024,C014,API Integration Service,Development,2,167200,76000,91200,5,Completed,Kavita Joshi,Cheque,24
ORD1454,12/13/2024,C023,Network Setup & Config,IT Support,3,124800,66000,58800,20,Cancelled,Arjun Mehta,Cheque,6
ORD1455,12/27/2024,C010,AI/ML Model Development,AI & Automation,2,476000,240000,236000,15,Cancelled,Amit Verma,Net Banking,12
ORD1456,11/11/2024,C018,Annual AMC Contract,IT Support,5,189000,90000,99000,10,Cancelled,Nikhil Gupta,Net Banking,12
ORD1457,8/4/2024,C017,Enterprise CRM Software,Software License,1,90250,40000,50250,5,Completed,Rohit Sharma,Bank Transfer,6
ORD1458,5/16/2024,C006,Data Analytics Dashboard,Analytics,3,300000,135000,165000,0,Completed,Sandeep Rao,Credit Card,3
ORD1459,7/2/2024,C004,API Integration Service,Development,5,352000,190000,162000,20,Completed,Arjun Mehta,UPI,6
ORD1460,9/18/2024,C026,Data Analytics Dashboard,Analytics,1,95000,45000,50000,5,Completed,Nikhil Gupta,Cheque,3
ORD1461,1/7/2024,C007,API Integration Service,Development,4,281600,152000,129600,20,Completed,Kavita Joshi,Net Banking,6
ORD1462,10/19/2024,C022,AWS Management Package,Cloud Services,2,240000,100000,140000,0,Cancelled,Arjun Mehta,Bank Transfer,24
ORD1463,1/21/2024,C018,Firewall & Network Security,Security Services,2,100000,40000,60000,0,In Progress,Sandeep Rao,Bank Transfer,12
ORD1464,8/26/2024,C005,Cloud Migration Service,Cloud Services,2,266000,120000,146000,5,In Progress,Rohit Sharma,Net Banking,12
ORD1465,9/8/2024,C018,AI/ML Model Development,AI & Automation,1,224000,120000,104000,20,Cancelled,Kavita Joshi,Net Banking,6
ORD1466,4/4/2024,C026,Network Setup & Config,IT Support,2,98800,44000,54800,5,In Progress,Arjun Mehta,UPI,3
ORD1467,10/24/2024,C022,Business Intelligence Report,Analytics,3,185250,84000,101250,5,Completed,Deepa Iyer,Net Banking,24
ORD1468,10/14/2024,C021,Cloud Infrastructure Setup,Cloud Services,1,153000,80000,73000,15,Completed,Sunita Pillai,Credit Card,6
ORD1469,1/21/2024,C011,Chatbot Development,AI & Automation,1,123500,55000,68500,5,Completed,Arjun Mehta,Cheque,3
ORD1470,9/21/2024,C012,Network Setup & Config,IT Support,5,247000,110000,137000,5,Completed,Rohit Sharma,Cheque,6
ORD1471,6/13/2024,C004,HR Management System,Software License,5,360000,175000,185000,10,Completed,Priya Nair,Credit Card,6
ORD1472,12/16/2024,C004,Cybersecurity Audit,Security Services,5,240000,125000,115000,20,Cancelled,Nikhil Gupta,Bank Transfer,6
ORD1473,1/13/2024,C011,Cloud Migration Service,Cloud Services,1,140000,60000,80000,0,Completed,Amit Verma,Cheque,3
ORD1474,10/21/2024,C030,Firewall & Network Security,Security Services,4,190000,80000,110000,5,Completed,Nikhil Gupta,UPI,12
ORD1475,1/9/2024,C004,Mobile App Development,Development,1,170000,85000,85000,15,Cancelled,Pooja Singh,Bank Transfer,3
ORD1476,12/24/2024,C012,Network Setup & Config,IT Support,1,49400,22000,27400,5,Cancelled,Sandeep Rao,Net Banking,3
ORD1477,5/24/2024,C015,Chatbot Development,AI & Automation,4,416000,220000,196000,20,Cancelled,Rohit Sharma,UPI,6
ORD1478,11/16/2024,C026,Mobile App Development,Development,3,510000,255000,255000,15,Completed,Sandeep Rao,Cheque,3
ORD1479,10/10/2024,C005,Enterprise CRM Software,Software License,1,95000,40000,55000,0,In Progress,Pooja Singh,UPI,3
ORD1480,12/30/2024,C029,AI/ML Model Development,AI & Automation,2,532000,240000,292000,5,Cancelled,Arjun Mehta,Credit Card,6
ORD1481,10/29/2024,C007,Enterprise CRM Software,Software License,2,161500,80000,81500,15,In Progress,Rohit Sharma,Net Banking,24
ORD1482,11/26/2024,C010,AWS Management Package,Cloud Services,3,360000,150000,210000,0,Completed,Pooja Singh,UPI,12
ORD1483,12/19/2024,C008,Enterprise CRM Software,Software License,3,256500,120000,136500,10,Completed,Deepa Iyer,Cheque,24
ORD1484,8/18/2024,C022,Data Analytics Dashboard,Analytics,5,500000,225000,275000,0,In Progress,Pooja Singh,Cheque,12
ORD1485,11/6/2024,C008,Penetration Testing,Security Services,4,266000,120000,146000,5,Completed,Amit Verma,Cheque,24
ORD1486,8/24/2024,C025,Data Analytics Dashboard,Analytics,4,360000,180000,180000,10,Completed,Amit Verma,Net Banking,3
ORD1487,5/23/2024,C005,Mobile App Development,Development,2,380000,170000,210000,5,Cancelled,Priya Nair,Bank Transfer,3
ORD1488,9/16/2024,C027,Web Portal Development,Development,5,688750,300000,388750,5,In Progress,Deepa Iyer,Bank Transfer,12
ORD1489,10/5/2024,C018,Annual AMC Contract,IT Support,2,79800,36000,43800,5,Completed,Deepa Iyer,Net Banking,12
ORD1490,3/9/2024,C017,AWS Management Package,Cloud Services,4,456000,200000,256000,5,In Progress,Rohit Sharma,Credit Card,6
ORD1491,10/17/2024,C006,Web Portal Development,Development,5,616250,300000,316250,15,Completed,Sunita Pillai,Cheque,3
ORD1492,4/22/2024,C008,AWS Management Package,Cloud Services,3,342000,150000,192000,5,Completed,Rohit Sharma,Credit Card,12
ORD1493,7/17/2024,C015,Cloud Migration Service,Cloud Services,1,119000,60000,59000,15,Completed,Priya Nair,Net Banking,12
ORD1494,5/14/2024,C019,HR Management System,Software License,4,272000,140000,132000,15,Completed,Kavita Joshi,Net Banking,3
ORD1495,10/25/2024,C017,Chatbot Development,AI & Automation,3,312000,165000,147000,20,Completed,Sunita Pillai,UPI,3
ORD1496,9/13/2024,C015,HR Management System,Software License,2,160000,70000,90000,0,In Progress,Sandeep Rao,Credit Card,6
ORD1497,12/13/2024,C023,Enterprise CRM Software,Software License,2,180500,80000,100500,5,Completed,Priya Nair,UPI,24
ORD1498,10/17/2024,C021,RPA Implementation,AI & Automation,1,160000,70000,90000,0,Completed,Amit Verma,Net Banking,6
ORD1499,3/9/2024,C002,Web Portal Development,Development,2,290000,120000,170000,0,Completed,Sandeep Rao,Credit Card,24
ORD1500,11/2/2024,C021,Cloud Infrastructure Setup,Cloud Services,3,540000,240000,300000,0,Completed,Sunita Pillai,Net Banking,24
